10	15	7	8
4	25	30	7
6	3	31	7
3	2	16	5
4	2	3	4
3	1	3	10
6	3	3	62
5	2	4	130
7	3	7	150
6	3	7	57
6	3	2	57
4	2	2	16
4	1	3	4
4	1	3	4
6	2	3	4
6	2	3	4
6	2	4	4
6	2	4	4
6	2	3	3
6	2	3	3
6	2	2	2
7	1	3	3
7	2	3	3
8	3	3	3
10	3	3	3
10	3	3	3
11	4	3	3
9	3	3	3
9	3	3	3
8	3	3	3
9	3	3	4
9	2	3	4
7	2	4	3
6	2	3	3
8	3	4	4
8	3	4	3
12	3	6	4
133	2	4	4
247	4	5	6
247	5	4	6
247	5	4	6
247	3	3	4
245	3	3	4
43	3	3	3
35	5	3	3
33	14	3	3
37	24	4	3
38	24	4	3
35	14	4	4
32	5	3	3
12	3	4	4
6	3	3	4
12	4	21	8
12	4	21	8
